account,expense_code,department,location,activity,descp,posting_pd,posting_yr,SumOftrans_amt,date_posted,eff_date
107101,12,17,11,1322, ,7,2015,37.32,22-Jul-15,17-Jul-15
107101,12,17,11,1322,Cross Journal Summarized,6,2015,87.76,3-Jun-15,5-Jun-15
107101,12,17,11,1322,Cross Journal Summarized,6,2015,493.65,18-Jun-15,19-Jun-15
107101,12,17,11,1322,Cross Journal Summarized,6,2015,599.42,24-Jun-15,30-Jun-15
107101,12,17,11,1322,Cross Journal Summarized,7,2015,-599.42,24-Jun-15,1-Jul-15
107101,12,17,11,1322,Cross Journal Summarized,7,2015,351.04,2-Jul-15,3-Jul-15
107101,12,17,11,1322,Cross Journal Summarized,7,2015,1807.91,22-Jul-15,17-Jul-15
107101,12,17,11,1322,Cross Journal Summarized,7,2015,2343.8,30-Jul-15,31-Jul-15
107101,12,17,11,1322,Cross Journal Summarized,7,2015,1004.57,30-Jul-15,31-Jul-15
107101,12,17,11,1322,Cross Journal Summarized,8,2015,-1004.57,30-Jul-15,1-Aug-15
107101,12,17,11,1322,Cross Journal Summarized,8,2015,748.42,20-Aug-15,14-Aug-15
107101,12,17,11,1322,Cross Journal Summarized,8,2015,911.9,26-Aug-15,28-Aug-15
107101,12,17,11,1322,Cross Journal Summarized,8,2015,586.26,26-Aug-15,31-Aug-15
107101,12,17,11,1322,Cross Journal Summarized,9,2015,-586.26,26-Aug-15,1-Sep-15
107101,12,17,11,1322,Cross Journal Summarized,9,2015,80.69,22-Sep-15,11-Sep-15
107101,12,17,11,1322,Cross Journal Summarized,10,2015,1828.16,26-Oct-15,23-Oct-15
107101,12,17,11,1322,Cross Journal Summarized,10,2015,1828.16,26-Oct-15,31-Oct-15
107101,12,17,11,1322,Cross Journal Summarized,11,2015,-1828.16,26-Oct-15,1-Nov-15
107101,12,17,11,1322,PERIOD 13 CLOSING ENTRY,13,2016,-8690.65,1-Feb-17,31-Dec-16
107101,12,17,11,1391, ,11,2015,92.2,24-Nov-15,20-Nov-15
107101,12,17,11,1391, ,11,2015,105.4,24-Nov-15,30-Nov-15
107101,12,17,11,1391, ,12,2015,-105.4,24-Nov-15,1-Dec-15
107101,12,17,11,1391, ,12,2015,1029.02,3-Dec-15,4-Dec-15
107101,12,17,11,1391,PERIOD 13 CLOSING ENTRY,13,2016,-1121.22,1-Feb-17,31-Dec-16
107101,12,17,11,1515, ,7,2015,409.76,2-Jul-15,3-Jul-15
107101,12,17,11,1515, ,7,2015,63.04,22-Jul-15,17-Jul-15
107101,12,17,11,1515, ,11,2015,504.32,10-Nov-15,6-Nov-15
107101,12,17,11,1515,PERIOD 13 CLOSING ENTRY,13,2016,-977.12,1-Feb-17,31-Dec-16
107101,12,17,11,1592, ,7,2015,502.6,30-Jul-15,31-Jul-15
107101,12,17,11,1592, ,7,2015,215.41,30-Jul-15,31-Jul-15
107101,12,17,11,1592, ,8,2015,-215.41,30-Jul-15,1-Aug-15
107101,12,17,11,1592, ,8,2015,152,20-Aug-15,14-Aug-15
107101,12,17,11,1592, ,8,2015,1623.6,26-Aug-15,28-Aug-15
107101,12,17,11,1592, ,8,2015,1043.81,26-Aug-15,31-Aug-15
107101,12,17,11,1592, ,9,2015,-1043.81,26-Aug-15,1-Sep-15
107101,12,17,11,1592, ,9,2015,1406,22-Sep-15,11-Sep-15
107101,12,17,11,1592,PERIOD 13 CLOSING ENTRY,13,2016,-3684.2,1-Feb-17,31-Dec-16
107101,12,17,11,1606, ,10,2015,152.4,26-Oct-15,23-Oct-15
107101,12,17,11,1606, ,10,2015,152.4,26-Oct-15,31-Oct-15
107101,12,17,11,1606, ,11,2015,-152.4,26-Oct-15,1-Nov-15
107101,12,17,11,1606,PERIOD 13 CLOSING ENTRY,13,2016,-152.4,1-Feb-17,31-Dec-16
107101,12,17,11,1625, ,1,2017,-146.42,4-Jan-17,1-Jan-17
107101,12,17,11,1625, ,1,2017,61.42,31-Jan-17,31-Jan-17
107101,12,17,11,1625, ,1,2017,86,31-Jan-17,27-Jan-17
107101,12,17,11,1625, ,2,2016,127.39,2-Mar-16,29-Feb-16
107101,12,17,11,1625, ,2,2016,198.15,2-Mar-16,26-Feb-16
107101,12,17,11,1625, ,2,2017,-61.42,31-Jan-17,1-Feb-17
107101,12,17,11,1625, ,2,2017,430,14-Feb-17,10-Feb-17
107101,12,17,11,1625, ,2,2017,215,6-Mar-17,28-Feb-17
107101,12,17,11,1625, ,2,2017,301,6-Mar-17,24-Feb-17
107101,12,17,11,1625, ,3,2016,-127.39,2-Mar-16,1-Mar-16
107101,12,17,11,1625, ,3,2016,832.23,10-Mar-16,11-Mar-16
107101,12,17,11,1625, ,3,2016,254.75,28-Mar-16,31-Mar-16
107101,12,17,11,1625, ,3,2016,297.23,28-Mar-16,25-Mar-16
107101,12,17,11,1625, ,3,2017,-215,6-Mar-17,1-Mar-17
107101,12,17,11,1625, ,4,2016,-254.75,28-Mar-16,1-Apr-16
107101,12,17,11,1625, ,4,2016,356.67,8-Apr-16,8-Apr-16
107101,12,17,11,1625, ,4,2016,752.97,21-Apr-16,22-Apr-16
107101,12,17,11,1625, ,4,2016,752.97,21-Apr-16,30-Apr-16
107101,12,17,11,1625, ,4,2017,86,11-Apr-17,7-Apr-17
107101,12,17,11,1625, ,4,2017,276.44,26-Apr-17,30-Apr-17
107101,12,17,11,1625, ,4,2017,258,26-Apr-17,21-Apr-17
107101,12,17,11,1625, ,5,2016,-752.97,21-Apr-16,1-May-16
107101,12,17,11,1625, ,5,2016,951.13,10-May-16,6-May-16
107101,12,17,11,1625, ,5,2016,288.75,23-May-16,31-May-16
107101,12,17,11,1625, ,5,2016,237.78,23-May-16,20-May-16
107101,12,17,11,1625, ,5,2017,-276.44,26-Apr-17,1-May-17
107101,12,17,11,1625, ,5,2017,516,16-May-17,5-May-17
107101,12,17,11,1625, ,5,2017,86,5-Jun-17,19-May-17
107101,12,17,11,1625, ,5,2017,110.56,5-Jun-17,31-May-17
107101,12,17,11,1625, ,6,2016,-288.75,23-May-16,1-Jun-16
107101,12,17,11,1625, ,6,2016,79.26,10-Jun-16,3-Jun-16
107101,12,17,11,1625, ,6,2016,198.15,16-Jun-16,17-Jun-16
107101,12,17,11,1625, ,6,2016,268.93,16-Jun-16,30-Jun-16
107101,12,17,11,1625, ,6,2017,-110.56,5-Jun-17,1-Jun-17
107101,12,17,11,1625, ,6,2017,774,7-Jun-17,2-Jun-17
107101,12,17,11,1625, ,6,2017,473,27-Jun-17,16-Jun-17
107101,12,17,11,1625, ,6,2017,129,6-Jul-17,30-Jun-17
107101,12,17,11,1625, ,6,2017,55.28,6-Jul-17,30-Jun-17
107101,12,17,11,1625, ,7,2016,-268.93,16-Jun-16,1-Jul-16
107101,12,17,11,1625, ,7,2016,118.89,8-Jul-16,1-Jul-16
107101,12,17,11,1625, ,7,2016,237.78,2-Aug-16,29-Jul-16
107101,12,17,11,1625, ,7,2016,135.86,2-Aug-16,31-Jul-16
107101,12,17,11,1625, ,7,2017,-55.28,6-Jul-17,1-Jul-17
107101,12,17,11,1625, ,7,2017,559,18-Jul-17,14-Jul-17
107101,12,17,11,1625, ,8,2016,-135.86,2-Aug-16,1-Aug-16
107101,12,17,11,1625, ,8,2016,257.6,10-Aug-16,12-Aug-16
107101,12,17,11,1625, ,8,2016,277.41,31-Aug-16,26-Aug-16
107101,12,17,11,1625, ,8,2016,217.94,31-Aug-16,31-Aug-16
107101,12,17,11,1625, ,9,2016,-217.94,31-Aug-16,1-Sep-16
107101,12,17,11,1625, ,9,2016,435.93,14-Sep-16,9-Sep-16
107101,12,17,11,1625, ,9,2016,356.67,29-Sep-16,23-Sep-16
107101,12,17,11,1625, ,9,2016,331.2,29-Sep-16,30-Sep-16
107101,12,17,11,1625, ,10,2016,-331.2,29-Sep-16,1-Oct-16
107101,12,17,11,1625, ,10,2016,297.23,11-Oct-16,7-Oct-16
107101,12,17,11,1625, ,10,2016,45.29,31-Oct-16,31-Oct-16
107101,12,17,11,1625, ,10,2016,39.63,31-Oct-16,21-Oct-16
107101,12,17,11,1625, ,11,2016,-45.29,31-Oct-16,1-Nov-16
107101,12,17,11,1625, ,11,2016,39.63,16-Nov-16,4-Nov-16
107101,12,17,11,1625, ,11,2016,118.89,23-Nov-16,18-Nov-16
107101,12,17,11,1625, ,11,2016,152.86,23-Nov-16,30-Nov-16
107101,12,17,11,1625, ,12,2016,-152.86,23-Nov-16,1-Dec-16
107101,12,17,11,1625, ,12,2016,495.38,2-Dec-16,2-Dec-16
107101,12,17,11,1625, ,12,2016,376.47,22-Dec-16,16-Dec-16
107101,12,17,11,1625, ,12,2016,146.42,4-Jan-17,31-Dec-16
107101,12,17,11,1625, ,12,2016,292.81,4-Jan-17,30-Dec-16
107101,12,17,11,1627, ,1,2017,86,11-Jan-17,13-Jan-17
107101,12,17,11,1627, ,3,2016,339.67,28-Mar-16,31-Mar-16
107101,12,17,11,1627, ,3,2016,396.3,28-Mar-16,25-Mar-16
107101,12,17,11,1627, ,4,2016,-339.67,28-Mar-16,1-Apr-16
107101,12,17,11,1627, ,4,2016,79.26,8-Apr-16,8-Apr-16
107101,12,17,11,1627, ,4,2016,79.26,21-Apr-16,22-Apr-16
107101,12,17,11,1627, ,4,2016,79.26,21-Apr-16,30-Apr-16
107101,12,17,11,1627, ,5,2016,-79.26,21-Apr-16,1-May-16
107101,12,17,11,1627, ,5,2016,79.26,10-May-16,6-May-16
107101,12,17,11,1627, ,7,2016,118.89,8-Jul-16,1-Jul-16
107101,12,17,11,1627, ,7,2016,376.49,20-Jul-16,15-Jul-16
107101,12,17,11,1627, ,7,2016,396.3,2-Aug-16,29-Jul-16
107101,12,17,11,1627, ,7,2016,226.42,2-Aug-16,31-Jul-16
107101,12,17,11,1627, ,7,2017,86,18-Jul-17,14-Jul-17
107101,12,17,11,1627, ,8,2016,-226.42,2-Aug-16,1-Aug-16
107101,12,17,11,1627, ,8,2016,257.6,10-Aug-16,12-Aug-16
107101,12,17,11,1627, ,8,2016,376.49,31-Aug-16,26-Aug-16
107101,12,17,11,1627, ,8,2016,295.79,31-Aug-16,31-Aug-16
107101,12,17,11,1627, ,9,2016,-295.79,31-Aug-16,1-Sep-16
107101,12,17,11,1627, ,9,2016,475.56,14-Sep-16,9-Sep-16
107101,12,17,11,1627, ,9,2016,495.38,29-Sep-16,23-Sep-16
107101,12,17,11,1627, ,9,2016,460,29-Sep-16,30-Sep-16
107101,12,17,11,1627, ,10,2016,-460,29-Sep-16,1-Oct-16
107101,12,17,11,1627, ,10,2016,297.23,11-Oct-16,7-Oct-16
107101,12,17,11,1627, ,12,2016,138.71,2-Dec-16,2-Dec-16
107101,12,17,11,1627, ,12,2016,167.32,22-Dec-16,16-Dec-16
107101,12,17,11,1638, ,1,2016,-11.25,30-Dec-15,1-Jan-16
107101,12,17,11,1638, ,12,2015,94.56,23-Dec-15,18-Dec-15
107101,12,17,11,1638, ,12,2015,31.52,30-Dec-15,31-Dec-15
107101,12,17,11,1638, ,12,2015,11.25,30-Dec-15,31-Dec-15
107101,12,17,11,1638,PERIOD 13 CLOSING ENTRY,13,2016,-126.08,1-Feb-17,31-Dec-16
107101,12,17,11,1638,RECLASSIFY PAYROLL ACCRUAL 12/31 TO O&M,1,2016,11.25,7-Jan-16,1-Jan-16
107101,12,17,11,1638,RECLASSIFY PAYROLL ACCRUAL 12/31 TO O&M,12,2015,-11.25,7-Jan-16,31-Dec-15
107101,12,17,11,1664, ,1,2017,207.61,31-Jan-17,31-Jan-17
107101,12,17,11,1664, ,1,2017,290.65,31-Jan-17,27-Jan-17
107101,12,17,11,1664, ,2,2017,-207.61,31-Jan-17,1-Feb-17
107101,12,17,11,1664, ,4,2017,389.24,26-Apr-17,30-Apr-17
107101,12,17,11,1664, ,4,2017,363.31,26-Apr-17,21-Apr-17
107101,12,17,11,1664, ,5,2017,-389.24,26-Apr-17,1-May-17
107101,12,17,11,1664, ,5,2017,72.66,16-May-17,5-May-17
107101,12,17,11,1664, ,5,2017,199.82,5-Jun-17,19-May-17
107101,12,17,11,1664, ,5,2017,256.91,5-Jun-17,31-May-17
107101,12,17,11,1664, ,6,2017,-256.91,5-Jun-17,1-Jun-17
107101,12,17,11,1664, ,6,2017,272.48,7-Jun-17,2-Jun-17
107101,12,17,11,1664, ,6,2017,950.99,27-Jun-17,16-Jun-17
107101,12,17,11,1664, ,6,2017,381.47,6-Jul-17,30-Jun-17
107101,12,17,11,1664, ,6,2017,163.48,6-Jul-17,30-Jun-17
107101,12,17,11,1664, ,7,2017,-163.48,6-Jul-17,1-Jul-17
107101,12,17,11,1664, ,7,2017,90.83,18-Jul-17,14-Jul-17
107101,12,17,11,1669, ,1,2017,-20.92,4-Jan-17,1-Jan-17
107101,12,17,11,1669, ,1,2017,337.86,31-Jan-17,31-Jan-17
107101,12,17,11,1669, ,1,2017,473,31-Jan-17,27-Jan-17
107101,12,17,11,1669, ,2,2017,-337.86,31-Jan-17,1-Feb-17
107101,12,17,11,1669, ,2,2017,129,14-Feb-17,10-Feb-17
107101,12,17,11,1669, ,4,2017,138.22,26-Apr-17,30-Apr-17
107101,12,17,11,1669, ,4,2017,129,26-Apr-17,21-Apr-17
107101,12,17,11,1669, ,5,2017,-138.22,26-Apr-17,1-May-17
107101,12,17,11,1669, ,5,2017,86,16-May-17,5-May-17
107101,12,17,11,1669, ,5,2017,172,5-Jun-17,19-May-17
107101,12,17,11,1669, ,5,2017,221.14,5-Jun-17,31-May-17
107101,12,17,11,1669, ,6,2017,-221.14,5-Jun-17,1-Jun-17
107101,12,17,11,1669, ,6,2017,43,27-Jun-17,16-Jun-17
107101,12,17,11,1669, ,6,2017,451.5,6-Jul-17,30-Jun-17
107101,12,17,11,1669, ,6,2017,193.5,6-Jul-17,30-Jun-17
107101,12,17,11,1669, ,7,2017,-193.5,6-Jul-17,1-Jul-17
107101,12,17,11,1669, ,7,2017,430,18-Jul-17,14-Jul-17
107101,12,17,11,1669, ,10,2016,79.26,11-Oct-16,7-Oct-16
107101,12,17,11,1669, ,10,2016,90.58,31-Oct-16,31-Oct-16
107101,12,17,11,1669, ,10,2016,79.26,31-Oct-16,21-Oct-16
107101,12,17,11,1669, ,11,2016,-90.58,31-Oct-16,1-Nov-16
107101,12,17,11,1669, ,11,2016,118.89,16-Nov-16,4-Nov-16
107101,12,17,11,1669, ,12,2016,118.9,2-Dec-16,2-Dec-16
107101,12,17,11,1669, ,12,2016,83.66,22-Dec-16,16-Dec-16
107101,12,17,11,1669, ,12,2016,20.92,4-Jan-17,31-Dec-16
107101,12,17,11,1669, ,12,2016,41.83,4-Jan-17,30-Dec-16
107101,13,17,11,1515, ,10,2015,1040.16,26-Oct-15,23-Oct-15
107101,13,17,11,1515,PERIOD 13 CLOSING ENTRY,13,2016,-1040.16,1-Feb-17,31-Dec-16
107101,13,17,11,1592, ,7,2015,188.48,30-Jul-15,31-Jul-15
107101,13,17,11,1592, ,8,2015,75.39,26-Aug-15,28-Aug-15
107101,13,17,11,1592, ,9,2015,113.09,22-Sep-15,11-Sep-15
107101,13,17,11,1592,PERIOD 13 CLOSING ENTRY,13,2016,-376.96,1-Feb-17,31-Dec-16
107101,38,17,11,1322, ,7,2015,14.6,22-Jul-15,17-Jul-15
107101,38,17,11,1322,Cross Journal Summarized,6,2015,34.58,3-Jun-15,5-Jun-15
107101,38,17,11,1322,Cross Journal Summarized,6,2015,194.06,18-Jun-15,19-Jun-15
107101,38,17,11,1322,Cross Journal Summarized,7,2015,138.17,2-Jul-15,3-Jul-15
107101,38,17,11,1322,Cross Journal Summarized,7,2015,708.59,22-Jul-15,17-Jul-15
107101,38,17,11,1322,Cross Journal Summarized,7,2015,918.1,30-Jul-15,31-Jul-15
107101,38,17,11,1322,Cross Journal Summarized,8,2015,292.55,20-Aug-15,14-Aug-15
107101,38,17,11,1322,Cross Journal Summarized,8,2015,355.87,26-Aug-15,28-Aug-15
107101,38,17,11,1322,Cross Journal Summarized,9,2015,31.35,22-Sep-15,11-Sep-15
107101,38,17,11,1322,Cross Journal Summarized,10,2015,714.86,26-Oct-15,23-Oct-15
107101,38,17,11,1322,P&B Allocation-2ndQtr-June 2015,7,2015,13.11,5-Aug-15,31-Jul-15
107101,38,17,11,1322,P&B Allocation-3rdQtr-Sept 2015,10,2015,-29.64,27-Oct-15,31-Oct-15
107101,38,17,11,1322,P&B Allocation-4th Qtr-Dec 2015,12,2015,-25.3,21-Jan-16,31-Dec-15
107101,38,17,11,1322,PERIOD 13 CLOSING ENTRY,13,2016,-3360.9,1-Feb-17,31-Dec-16
107101,38,17,11,1391, ,11,2015,35.11,24-Nov-15,20-Nov-15
107101,38,17,11,1391, ,12,2015,385.37,3-Dec-15,4-Dec-15
107101,38,17,11,1391,P&B Allocation-4th Qtr-Dec 2015,12,2015,-15.52,21-Jan-16,31-Dec-15
107101,38,17,11,1391,PERIOD 13 CLOSING ENTRY,13,2016,-404.96,1-Feb-17,31-Dec-16
107101,38,17,11,1515, ,7,2015,161.3,2-Jul-15,3-Jul-15
107101,38,17,11,1515, ,7,2015,24.7,22-Jul-15,17-Jul-15
107101,38,17,11,1515, ,10,2015,406.73,26-Oct-15,23-Oct-15
107101,38,17,11,1515, ,11,2015,195.34,10-Nov-15,6-Nov-15
107101,38,17,11,1515,P&B Allocation-3rdQtr-Sept 2015,10,2015,-2.47,27-Oct-15,31-Oct-15
107101,38,17,11,1515,P&B Allocation-4th Qtr-Dec 2015,12,2015,-21.37,21-Jan-16,31-Dec-15
107101,38,17,11,1515,PERIOD 13 CLOSING ENTRY,13,2016,-764.23,1-Feb-17,31-Dec-16
107101,38,17,11,1592, ,7,2015,270.7,30-Jul-15,31-Jul-15
107101,38,17,11,1592, ,8,2015,59.42,20-Aug-15,14-Aug-15
107101,38,17,11,1592, ,8,2015,663.02,26-Aug-15,28-Aug-15
107101,38,17,11,1592, ,9,2015,589.87,22-Sep-15,11-Sep-15
107101,38,17,11,1592,P&B Allocation-3rdQtr-Sept 2015,10,2015,-21.19,27-Oct-15,31-Oct-15
107101,38,17,11,1592,PERIOD 13 CLOSING ENTRY,13,2016,-1561.82,1-Feb-17,31-Dec-16
107101,38,17,11,1606, ,10,2015,59.57,26-Oct-15,23-Oct-15
107101,38,17,11,1606,P&B Allocation-4th Qtr-Dec 2015,12,2015,-2.11,21-Jan-16,31-Dec-15
107101,38,17,11,1606,PERIOD 13 CLOSING ENTRY,13,2016,-57.46,1-Feb-17,31-Dec-16
107101,38,17,11,1625, ,1,2017,39.04,31-Jan-17,27-Jan-17
107101,38,17,11,1625, ,2,2016,71.99,2-Mar-16,26-Feb-16
107101,38,17,11,1625, ,2,2017,195.56,14-Feb-17,10-Feb-17
107101,38,17,11,1625, ,2,2017,136.55,6-Mar-17,24-Feb-17
107101,38,17,11,1625, ,3,2016,303.64,10-Mar-16,11-Mar-16
107101,38,17,11,1625, ,3,2016,108,28-Mar-16,25-Mar-16
107101,38,17,11,1625, ,4,2016,130.02,8-Apr-16,8-Apr-16
107101,38,17,11,1625, ,4,2016,273.78,21-Apr-16,22-Apr-16
107101,38,17,11,1625, ,4,2017,39.12,11-Apr-17,7-Apr-17
107101,38,17,11,1625, ,4,2017,117.06,26-Apr-17,21-Apr-17
107101,38,17,11,1625, ,5,2016,346.87,10-May-16,6-May-16
107101,38,17,11,1625, ,5,2016,86.43,23-May-16,20-May-16
107101,38,17,11,1625, ,5,2017,234.67,16-May-17,5-May-17
107101,38,17,11,1625, ,5,2017,39.01,5-Jun-17,19-May-17
107101,38,17,11,1625, ,6,2016,28.82,10-Jun-16,3-Jun-16
107101,38,17,11,1625, ,6,2016,71.88,16-Jun-16,17-Jun-16
107101,38,17,11,1625, ,6,2017,351.91,7-Jun-17,2-Jun-17
107101,38,17,11,1625, ,6,2017,214.47,27-Jun-17,16-Jun-17
107101,38,17,11,1625, ,6,2017,58.43,6-Jul-17,30-Jun-17
107101,38,17,11,1625, ,7,2016,43.27,8-Jul-16,1-Jul-16
107101,38,17,11,1625, ,7,2016,86.22,2-Aug-16,29-Jul-16
107101,38,17,11,1625, ,7,2017,253.84,18-Jul-17,14-Jul-17
107101,38,17,11,1625, ,8,2016,92.21,10-Aug-16,12-Aug-16
107101,38,17,11,1625, ,8,2016,100.08,31-Aug-16,26-Aug-16
107101,38,17,11,1625, ,9,2016,157.63,14-Sep-16,9-Sep-16
107101,38,17,11,1625, ,9,2016,128.59,29-Sep-16,23-Sep-16
107101,38,17,11,1625, ,10,2016,107.31,11-Oct-16,7-Oct-16
107101,38,17,11,1625, ,10,2016,14.28,31-Oct-16,21-Oct-16
107101,38,17,11,1625, ,11,2016,14.17,16-Nov-16,4-Nov-16
107101,38,17,11,1625, ,11,2016,41.8,23-Nov-16,18-Nov-16
107101,38,17,11,1625, ,12,2016,170.83,2-Dec-16,2-Dec-16
107101,38,17,11,1625, ,12,2016,128.64,22-Dec-16,16-Dec-16
107101,38,17,11,1625, ,12,2016,101.32,4-Jan-17,30-Dec-16
107101,38,17,11,1625,P&B Allocation-1stQtr-Mar 2016,4,2016,78.41,6-May-16,30-Apr-16
107101,38,17,11,1625,P&B Allocation-1stQtr-Mar 2017,4,2017,-16.55,2-May-17,30-Apr-17
107101,38,17,11,1625,P&B Allocation-2ndQtr-June 2016,7,2016,218.71,3-Aug-16,31-Jul-16
107101,38,17,11,1625,P&B Allocation-4th Qtr-Dec 2016,12,2016,-123.24,23-Jan-17,31-Dec-16
107101,38,17,11,1627, ,1,2017,39.15,11-Jan-17,13-Jan-17
107101,38,17,11,1627, ,3,2016,144,28-Mar-16,25-Mar-16
107101,38,17,11,1627, ,4,2016,28.87,8-Apr-16,8-Apr-16
107101,38,17,11,1627, ,4,2016,28.8,21-Apr-16,22-Apr-16
107101,38,17,11,1627, ,5,2016,28.89,10-May-16,6-May-16
107101,38,17,11,1627, ,7,2016,43.27,8-Jul-16,1-Jul-16
107101,38,17,11,1627, ,7,2016,136.33,20-Jul-16,15-Jul-16
107101,38,17,11,1627, ,7,2016,143.65,2-Aug-16,29-Jul-16
107101,38,17,11,1627, ,7,2017,39.05,18-Jul-17,14-Jul-17
107101,38,17,11,1627, ,8,2016,92.21,10-Aug-16,12-Aug-16
107101,38,17,11,1627, ,8,2016,135.83,31-Aug-16,26-Aug-16
107101,38,17,11,1627, ,9,2016,171.98,14-Sep-16,9-Sep-16
107101,38,17,11,1627, ,9,2016,178.55,29-Sep-16,23-Sep-16
107101,38,17,11,1627, ,10,2016,107.31,11-Oct-16,7-Oct-16
107101,38,17,11,1627, ,12,2016,47.86,2-Dec-16,2-Dec-16
107101,38,17,11,1627, ,12,2016,57.16,22-Dec-16,16-Dec-16
107101,38,17,11,1627,P&B Allocation-1stQtr-Mar 2016,4,2016,36.47,6-May-16,30-Apr-16
107101,38,17,11,1627,P&B Allocation-1stQtr-Mar 2017,4,2017,-2.12,2-May-17,30-Apr-17
107101,38,17,11,1627,P&B Allocation-4th Qtr-Dec 2016,12,2016,-118.58,23-Jan-17,31-Dec-16
107101,38,17,11,1638, ,12,2015,35.16,23-Dec-15,18-Dec-15
107101,38,17,11,1638, ,12,2015,11.61,30-Dec-15,31-Dec-15
107101,38,17,11,1638,P&B Allocation-4th Qtr-Dec 2015,12,2015,-1.74,21-Jan-16,31-Dec-15
107101,38,17,11,1638,PERIOD 13 CLOSING ENTRY,13,2016,-45.03,1-Feb-17,31-Dec-16
107101,38,17,11,1664, ,1,2017,131.96,31-Jan-17,27-Jan-17
107101,38,17,11,1664, ,4,2017,164.82,26-Apr-17,21-Apr-17
107101,38,17,11,1664, ,5,2017,33.07,16-May-17,5-May-17
107101,38,17,11,1664, ,5,2017,90.64,5-Jun-17,19-May-17
107101,38,17,11,1664, ,6,2017,123.85,7-Jun-17,2-Jun-17
107101,38,17,11,1664, ,6,2017,431.21,27-Jun-17,16-Jun-17
107101,38,17,11,1664, ,6,2017,172.74,6-Jul-17,30-Jun-17
107101,38,17,11,1664, ,7,2017,41.26,18-Jul-17,14-Jul-17
107101,38,17,11,1664,P&B Allocation-1stQtr-Mar 2017,4,2017,-7.17,2-May-17,30-Apr-17
107101,38,17,11,1669, ,1,2017,214.71,31-Jan-17,27-Jan-17
107101,38,17,11,1669, ,2,2017,58.67,14-Feb-17,10-Feb-17
107101,38,17,11,1669, ,4,2017,58.53,26-Apr-17,21-Apr-17
107101,38,17,11,1669, ,5,2017,39.11,16-May-17,5-May-17
107101,38,17,11,1669, ,5,2017,78.01,5-Jun-17,19-May-17
107101,38,17,11,1669, ,6,2017,19.5,27-Jun-17,16-Jun-17
107101,38,17,11,1669, ,6,2017,204.53,6-Jul-17,30-Jun-17
107101,38,17,11,1669, ,7,2017,195.26,18-Jul-17,14-Jul-17
107101,38,17,11,1669, ,10,2016,28.61,11-Oct-16,7-Oct-16
107101,38,17,11,1669, ,10,2016,28.49,31-Oct-16,21-Oct-16
107101,38,17,11,1669, ,11,2016,42.45,16-Nov-16,4-Nov-16
107101,38,17,11,1669, ,12,2016,41.01,2-Dec-16,2-Dec-16
107101,38,17,11,1669, ,12,2016,28.61,22-Dec-16,16-Dec-16
107101,38,17,11,1669, ,12,2016,14.48,4-Jan-17,30-Dec-16
107101,38,17,11,1669,P&B Allocation-1stQtr-Mar 2017,4,2017,-14.34,2-May-17,30-Apr-17
107101,38,17,11,1669,P&B Allocation-4th Qtr-Dec 2016,12,2016,-20.76,23-Jan-17,31-Dec-16
107101,94,17,11,1322,INE-1000-1300248-22963,5,2015,1326.57,18-May-15,18-May-15
107101,94,17,11,1322,INE-1000-1300248-23280,6,2015,592.07,24-Jun-15,24-Jun-15
107101,94,17,11,1322,INE-1000-A150045-11412,7,2015,1339,9-Jul-15,9-Jul-15
107101,94,17,11,1322,INE-1001-A150012-615140,8,2015,71.36,2-Sep-15,31-Aug-15
107101,94,17,11,1322,INE-1001-A150021-STMT 10-21-15A,11,2015,692.15,9-Nov-15,5-Nov-15
107101,94,17,11,1322,INE-1001-A150021-STMT 7-21-15,8,2015,172.69,6-Aug-15,5-Aug-15
107101,94,17,11,1322,INE-1001-A150082-281033B,7,2015,997.5,9-Jul-15,8-Jul-15
107101,94,17,11,1322,INE-1001-A150082-283855B,7,2015,470.48,22-Jul-15,22-Jul-15
107101,94,17,11,1322,INE-1001-A150119-9303435565,7,2015,1127.53,30-Jul-15,30-Jul-15
107101,94,17,11,1322,INE-1001-A150119-9303499260B,9,2015,664.03,22-Sep-15,22-Sep-15
107101,94,17,11,1322,INE-1110-1402264-I-40259,1,2015,38,19-Jan-15,16-Jan-15
107101,94,17,11,1322,INE-1110-1500527-APRIL 2 2015,5,2015,1120,28-May-15,28-May-15
107101,94,17,11,1322,INE-15169-1402264-I-40259,1,2015,1245,19-Jan-15,16-Jan-15
107101,94,17,11,1322,INE-15384-1500527-APRIL 2 2015,5,2015,15000,28-May-15,28-May-15
107101,94,17,11,1322,INE-15385-1500527-APRIL 2 2015,5,2015,1000,28-May-15,28-May-15
107101,94,17,11,1322,INE-15386-1500527-APRIL 2 2015,5,2015,1800,28-May-15,28-May-15
107101,94,17,11,1322,INE-15387-1500527-APRIL 2 2015,5,2015,4600,28-May-15,28-May-15
107101,94,17,11,1322,INE-9600-NO_PO-MCJULY15,7,2015,331.91,23-Jul-15,22-Jul-15
107101,94,17,11,1322,PERIOD 13 CLOSING ENTRY,13,2016,-66129.89,1-Feb-17,31-Dec-16
107101,94,17,11,1322,REC-15169-1402264,1,2015,1245,9-Jan-15,8-Jan-15
107101,94,17,11,1322,REC-15384-1500527,5,2015,15000,27-May-15,26-May-15
107101,94,17,11,1322,REC-15385-1500527,5,2015,1000,27-May-15,26-May-15
107101,94,17,11,1322,REC-15386-1500527,5,2015,1800,27-May-15,26-May-15
